"Path","Ext","Size","Lines"
"frontend\src\features\teams\teamSlice.ts",".ts","4659","138"
"frontend\src\features\theme\themeSlice.ts",".ts","2509","72"
"frontend\src\features\theme\ThemeWrapper.tsx",".tsx","2746","76"
"frontend\src\features\timeReport\projects\ProjectTimeLog.json",".json","3561","109"
"frontend\src\features\timeReport\projects\ProjectTimeLogDrawer.css",".css","69","3"
"frontend\src\features\timeReport\projects\ProjectTimeLogDrawer.tsx",".tsx","4781","122"
"frontend\src\features\timeReport\projects\timeLogSlice.ts",".ts","984","31"
"frontend\src\features\user\userSlice.ts",".ts","1373","36"
"frontend\src\hooks\useAlert.ts",".ts","1194","27"
"frontend\src\hooks\useAppDispatch.ts",".ts","160","3"
"frontend\src\hooks\useAppSelector.ts",".ts","156","3"
"frontend\src\hooks\useAuth.ts",".ts","332","8"
"frontend\src\hooks\useAuthStatus.ts",".ts","2958","60"
"frontend\src\hooks\useDoumentTItle.ts",".ts","185","6"
"frontend\src\hooks\useDragCursor.ts",".ts","791","20"
"frontend\src\hooks\useFilterDataLoader.ts",".ts","3509","87"
"frontend\src\hooks\useIsomorphicLayoutEffect.ts",".ts","278","4"
"frontend\src\hooks\useIsProjectManager.ts",".ts","815","14"
"frontend\src\hooks\useMixpanelTracking.tsx",".tsx","3426","100"
"frontend\src\hooks\usePerformanceOptimization.ts",".ts","4780","135"
"frontend\src\hooks\useResponsive.ts",".ts","398","8"
"frontend\src\hooks\useSelectedProject.ts",".ts","544","13"
"frontend\src\hooks\useSocketService.ts",".ts","451","13"
"frontend\src\hooks\useSurveyStatus.ts",".ts","1354","44"
"frontend\src\hooks\useTabSearchParam.ts",".ts","315","8"
"frontend\src\hooks\useTaskDrawerUrlSync.ts",".ts","5088","109"
"frontend\src\hooks\useTaskSocketHandlers.ts",".ts","39641","952"
"frontend\src\hooks\useTaskTimer.ts",".ts","6330","146"
"frontend\src\hooks\useTaskTimerWithConflictCheck.ts",".ts","3355","87"
"frontend\src\hooks\useTimerInitialization.ts",".ts","3051","75"
"frontend\src\hooks\useUpdateChecker.ts",".ts","4642","121"
"frontend\src\hooks\useUserTimezone.ts",".ts","2306","63"
"frontend\src\i18n.ts",".ts","780","33"
"frontend\src\index.css",".css","12649","392"
"frontend\src\index.tsx",".tsx","1880","52"
"frontend\src\layouts\AdminCenterLayout.tsx",".tsx","1170","39"
"frontend\src\layouts\AuthenticatedLayout.tsx",".tsx","261","10"
"frontend\src\layouts\AuthLayout.tsx",".tsx","1070","41"
"frontend\src\layouts\MainLayout.tsx",".tsx","1756","45"
"frontend\src\layouts\ReportingLayout.tsx",".tsx","3580","106"
"frontend\src\layouts\SettingsLayout.tsx",".tsx","1021","36"
"frontend\src\lib\project\project-constants.ts",".ts","382","26"
"frontend\src\lib\project\project-view-constants.ts",".ts","4388","144"
"frontend\src\lib\reporting\reporting-constants.ts",".ts","2406","69"
"frontend\src\lib\settings\settings-constants.ts",".ts","5611","163"
"frontend\src\pages\404-page\404-page.tsx",".tsx","1078","31"
"frontend\src\pages\account-setup\account-setup.css",".css","3662","136"
"frontend\src\pages\account-setup\account-setup.tsx",".tsx","24044","610"
"frontend\src\pages\admin-center\admin-center-constants.ts",".ts","1632","59"
"frontend\src\pages\admin-center\billing\billing.tsx",".tsx","1136","33"
"frontend\src\pages\admin-center\overview\overview.tsx",".tsx","3524","83"
"frontend\src\pages\admin-center\projects\projects.css",".css","381","14"
"frontend\src\pages\admin-center\projects\projects.tsx",".tsx","7284","223"
"frontend\src\pages\admin-center\sidebar\sidebar.css",".css","72","3"
"frontend\src\pages\admin-center\sidebar\sidebar.tsx",".tsx","1681","50"
"frontend\src\pages\admin-center\teams\teams.css",".css","125","6"
"frontend\src\pages\admin-center\teams\teams.tsx",".tsx","4556","124"
"frontend\src\pages\admin-center\users\users.tsx",".tsx","4900","138"
"frontend\src\pages\auth\__tests__\AuthenticatingPage.test.tsx",".tsx","6122","189"
"frontend\src\pages\auth\__tests__\ForgotPasswordPage.test.tsx",".tsx","9135","253"
"frontend\src\pages\auth\__tests__\LoggingOutPage.test.tsx",".tsx","7646","193"
"frontend\src\pages\auth\__tests__\LoginPage.test.tsx",".tsx","9789","282"
"frontend\src\pages\auth\__tests__\SignupPage.test.tsx",".tsx","12663","328"
"frontend\src\pages\auth\__tests__\VerifyResetEmailPage.test.tsx",".tsx","12276","305"
"frontend\src\pages\auth\AuthenticatingPage.tsx",".tsx","2727","72"
"frontend\src\pages\auth\ForgotPasswordPage.tsx",".tsx","5440","155"
"frontend\src\pages\auth\LoggingOutPage.tsx",".tsx","2076","62"
"frontend\src\pages\auth\LoginPage.tsx",".tsx","8605","248"
"frontend\src\pages\auth\SignupPage.tsx",".tsx","17016","467"
"frontend\src\pages\auth\VerifyResetEmailPage.tsx",".tsx","8346","222"
"frontend\src\pages\GanttDemoPage.tsx",".tsx","206","6"
"frontend\src\pages\home\greeting-with-time.tsx",".tsx","933","25"
"frontend\src\pages\home\home-page.tsx",".tsx","5212","125"
"frontend\src\pages\home\recent-and-favourite-project-list\add-favourite-project-button.tsx",".tsx","1413","36"
"frontend\src\pages\home\recent-and-favourite-project-list\recent-and-favourite-project-list.tsx",".tsx","5574","161"
"frontend\src\pages\home\task-list\add-task-inline-form.tsx",".tsx","9349","272"
"frontend\src\pages\home\task-list\calendar-view.tsx",".tsx","1452","42"
"frontend\src\pages\home\task-list\list-view.tsx",".tsx","1587","49"
"frontend\src\pages\home\task-list\tasks-list.css",".css","1690","81"
"frontend\src\pages\home\task-list\tasks-list.tsx",".tsx","10457","294"
"frontend\src\pages\home\todo-list\todo-done-button.tsx",".tsx","1190","34"
"frontend\src\pages\home\todo-list\todo-list.tsx",".tsx","7424","196"
"frontend\src\pages\home\user-activity-feed\task-activity-list.tsx",".tsx","2911","88"
"frontend\src\pages\home\user-activity-feed\time-logged-task-list.tsx",".tsx","4938","159"
"frontend\src\pages\home\user-activity-feed\user-activity-feed.css",".css","522","16"
"frontend\src\pages\home\user-activity-feed\user-activity-feed.tsx",".tsx","6936","189"
"frontend\src\pages\license-expired\license-expired.tsx",".tsx","1461","44"
"frontend\src\pages\projects\ProjectGanttView.tsx",".tsx","2204","58"
"frontend\src\pages\projects\project-list.css",".css","2008","90"
"frontend\src\pages\projects\project-list.tsx",".tsx","33630","876"
"frontend\src\pages\projects\projectView\board\board-section\board-section-card\board-create-section-card.tsx",".tsx","5216","143"
"frontend\src\pages\projects\projectView\board\board-section\board-section-card\board-section-card.tsx",".tsx","6935","199"
"frontend\src\pages\projects\projectView\board\board-section\board-section-card\board-section-card-header.tsx",".tsx","11940","355"
"frontend\src\pages\projects\projectView\board\board-section\board-section-container.tsx",".tsx","4161","100"
"frontend\src\pages\projects\projectView\board\board-section\board-sub-task-card\board-create-sub-task-card.tsx",".tsx","5716","156"
"frontend\src\pages\projects\projectView\board\board-section\board-sub-task-card\board-sub-task-card.tsx",".tsx","6216","175"
"frontend\src\pages\projects\projectView\board\board-section\board-task-card\board-view-create-task-card.tsx",".tsx","7801","212"
"frontend\src\pages\projects\projectView\board\board-section\board-task-card\board-view-task-card.tsx",".tsx","12769","363"
"frontend\src\pages\projects\projectView\board\project-view-board.tsx",".tsx","20639","513"
"frontend\src\pages\projects\projectView\enhancedBoard\project-view-enhanced-board.tsx",".tsx","650","15"
"frontend\src\pages\projects\projectView\files\project-view-files.tsx",".tsx","8412","253"
"frontend\src\pages\projects\projectView\insights\insights-members\insights-members.tsx",".tsx","724","23"
"frontend\src\pages\projects\projectView\insights\insights-members\tables\assigned-tasks-list.tsx",".tsx","4492","131"
"frontend\src\pages\projects\projectView\insights\insights-members\tables\tasks-by-members.tsx",".tsx","5787","149"
"frontend\src\pages\projects\projectView\insights\insights-overview\graphs\priority-overview.tsx",".tsx","3188","107"
"frontend\src\pages\projects\projectView\insights\insights-overview\graphs\status-overview.tsx",".tsx","3173","94"
"frontend\src\pages\projects\projectView\insights\insights-overview\insights-overview.tsx",".tsx","1861","54"
"frontend\src\pages\projects\projectView\insights\insights-overview\tables\last-updated-tasks.tsx",".tsx","3755","119"
"frontend\src\pages\projects\projectView\insights\insights-overview\tables\project-deadline.tsx",".tsx","4346","130"
"frontend\src\pages\projects\projectView\insights\insights-tasks\insights-tasks.tsx",".tsx","3637","93"
"frontend\src\pages\projects\projectView\insights\insights-tasks\tables\overdue-tasks-table.tsx",".tsx","3160","106"
"frontend\src\pages\projects\projectView\insights\insights-tasks\tables\over-logged-tasks-table.tsx",".tsx","3903","129"
"frontend\src\pages\projects\projectView\insights\insights-tasks\tables\task-completed-early-table.tsx",".tsx","3293","109"
"frontend\src\pages\projects\projectView\insights\insights-tasks\tables\task-completed-late-table.tsx",".tsx","3317","111"
"frontend\src\pages\projects\projectView\insights\member-stats\member-stats.tsx",".tsx","2272","58"
"frontend\src\pages\projects\projectView\insights\project-stats\project-stats.tsx",".tsx","3348","88"
"frontend\src\pages\projects\projectView\insights\project-view-insights.tsx",".tsx","6172","160"
"frontend\src\pages\projects\projectView\members\project-view-members.tsx",".tsx","10584","317"
"frontend\src\pages\projects\projectView\project-view.css",".css","852","24"
"frontend\src\pages\projects\projectView\project-view.tsx",".tsx","17507","427"
"frontend\src\pages\projects\projectView\project-view-header.tsx",".tsx","17435","465"
"frontend\src\pages\projects\projectView\taskList\components\task-group\task-group.tsx",".tsx","8067","215"
"frontend\src\pages\projects\projectView\taskList\groupTables\priorityTables\PriorityGroupTables.tsx",".tsx","1416","40"
"frontend\src\pages\projects\projectView\taskList\groupTables\TaskGroupList.tsx",".tsx","8781","222"
"frontend\src\pages\projects\projectView\taskList\task-list-filters\task-list-filters.tsx",".tsx","4501","103"
"frontend\src\pages\projects\projectView\taskList\task-list-table\context-menu\task-context-menu.tsx",".tsx","10044","298"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-cells\custom-column-label-cell\custom-column-label-cell.css",".css","413","16"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-cells\custom-column-label-cell\custom-column-label-cell.tsx",".tsx","3887","118"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-cells\custom-column-selection-cell\custom-column-selection-cell.css",".css","429","16"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-cells\custom-column-selection-cell\custom-column-selection-cell.tsx",".tsx","4310","125"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-header\custom-column-header.tsx",".tsx","1537","46"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\add-custom-column-button.tsx",".tsx","992","30"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\custom-column-modal.tsx",".tsx","21731","528"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\formula-type-column\formula-type-column.tsx",".tsx","3583","93"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\key-type-column\key-type-column.tsx",".tsx","832","24"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\label-type-column\label-type-column.tsx",".tsx","4977","125"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\number-type-column\formatted-type-number-column.tsx",".tsx","1751","39"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\number-type-column\number-type-column.tsx",".tsx","2477","54"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\number-type-column\percentage-type-number-column.tsx",".tsx","1668","39"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\number-type-column\unformatted-type-number-column.tsx",".tsx","589","15"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\number-type-column\with-label-type-number-column.tsx",".tsx","3053","77"
"frontend\src\pages\projects\projectView\taskList\task-list-table\custom-columns\custom-column-modal\selection-type-column\selection-type-column.tsx",".tsx","5514","136"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-group-wrapper\task-group-wrapper.tsx",".tsx","24643","670"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table.tsx",".tsx","68868","1733"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-completed-date-cell\task-list-completed-date-cell.tsx",".tsx","553","12"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-created-date-cell\task-list-created-date-cell.tsx",".tsx","511","11"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-description-cell\task-list-description-cell.tsx",".tsx","597","18"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-due-date-cell\task-list-due-date-cell.tsx",".tsx","1763","49"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-due-time-cell\task-list-due-time-cell.tsx",".tsx","577","21"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-estimation-cell\task-list-estimation-cell.tsx",".tsx","424","10"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-labels-cell\task-list-labels-cell.tsx",".tsx","992","27"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-last-updated-cell\task-list-last-updated-cell.tsx",".tsx","511","11"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-members-cell\task-list-members-cell.tsx",".tsx","665","17"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-progress-cell\task-list-progress-cell.css",".css","796","20"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-progress-cell\task-list-progress-cell.tsx",".tsx","2113","53"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-reporter-cell\task-list-reporter-cell.tsx",".tsx","309","6"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-start-date-cell\task-list-start-date-cell.tsx",".tsx","1601","44"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-task-cell\task-list-task-cell.css",".css","199","11"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-task-cell\task-list-task-cell.tsx",".tsx","7877","218"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-task-id-cell\task-list-task-id-cell.tsx",".tsx","323","10"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-cells\task-list-time-tracker-cell\task-list-time-tracker-cell.tsx",".tsx","856","23"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-rows\add-sub-task-list-row.tsx",".tsx","2677","75"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-rows\add-task-list-row.tsx",".tsx","10878","308"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-wrapper\task-list-table-wrapper.css",".css","387","13"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-table-wrapper\task-list-table-wrapper.tsx",".tsx","9691","259"
"frontend\src\pages\projects\projectView\taskList\task-list-table\task-list-time-tracker-cell\task-list-time-tracker-cell.tsx",".tsx","0","0"
"frontend\src\pages\projects\projectView\updates\ProjectViewUpdates.tsx",".tsx","3955","111"
"frontend\src\pages\projects\project-view-1\board\card.tsx",".tsx","1028","31"
"frontend\src\pages\projects\project-view-1\board\column.tsx",".tsx","1345","42"
"frontend\src\pages\projects\project-view-1\board\project-view-board.tsx",".tsx","4478","124"
"frontend\src\pages\projects\project-view-1\roadmap\project-view-roadmap.css",".css","2216","99"
"frontend\src\pages\projects\project-view-1\roadmap\project-view-roadmap.tsx",".tsx","1627","35"
"frontend\src\pages\projects\project-view-1\roadmap\roadmap-grant-chart.tsx",".tsx","3453","80"
"frontend\src\pages\projects\project-view-1\roadmap\roadmap-table\roadmap-table.tsx",".tsx","6598","174"
"frontend\src\pages\projects\project-view-1\roadmap\roadmap-table\roadmap-task-cell.tsx",".tsx","3737","101"
"frontend\src\pages\projects\project-view-1\roadmap\time-filter.tsx",".tsx","1833","72"
"frontend\src\pages\projects\project-view-1\taskList\ProjectViewTaskList.tsx",".tsx","1632","42"
"frontend\src\pages\projects\project-view-1\taskList\statusTables\StatusGroupTables.tsx",".tsx","2555","60"
"frontend\src\pages\projects\project-view-1\task-list\table-v2.tsx",".tsx","10652","309"
"frontend\src\pages\projects\project-view-1\task-list\task-list.tsx",".tsx","2320","62"
"frontend\src\pages\projects\project-view-1\task-list\task-list-columns\task-list-columns.tsx",".tsx","7371","225"
"frontend\src\pages\projects\project-view-1\task-list\task-list-custom.css",".css","939","38"
"frontend\src\pages\projects\project-view-1\task-list\task-list-custom.tsx",".tsx","9164","243"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\GroupByFilterDropdown.tsx",".tsx","2656","59"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\LabelsFilterDropdown.tsx",".tsx","4009","122"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\MembersFilterDropdown.tsx",".tsx","4176","122"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\PriorityFilterDropdown.tsx",".tsx","2425","65"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\SearchDropdown.tsx",".tsx","1552","47"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\ShowFieldsFilterDropdown.tsx",".tsx","3309","88"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\SortFilterDropdown.tsx",".tsx","3543","99"
"frontend\src\pages\projects\project-view-1\taskList\taskListFilters\TaskListFilters.tsx",".tsx","2591","65"
"frontend\src\pages\projects\project-view-1\task-list\task-list-header\task-list-header.tsx",".tsx","3619","105"
"frontend\src\pages\projects\project-view-1\task-list\task-list-instant-task-input\task-list-instant-task-input.tsx",".tsx","5018","140"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\columns\columnList.ts",".ts","1723","87"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\contextMenu\TaskContextMenu.tsx",".tsx","2174","84"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\TaskListTable.tsx",".tsx","15742","384"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableCells\mockTimeLogs.ts",".ts","880","41"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableCells\TaskCell.tsx",".tsx","3864","109"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableCells\TaskProgress.css",".css","796","20"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableCells\TaskProgress.tsx",".tsx","714","24"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableCells\TimeTracker.tsx",".tsx","2295","60"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableRows\AddSubTaskListRow.tsx",".tsx","1140","32"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableRows\AddTaskListRow.tsx",".tsx","1131","32"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\taskListTableWrapper.css",".css","387","13"
"frontend\src\pages\projects\project-view-1\taskList\taskListTable\TaskListTableWrapper.tsx",".tsx","7255","200"
"frontend\src\pages\projects\project-view-1\task-list\task-list-table-old\task-list-table.css",".css","272","16"
"frontend\src\pages\projects\project-view-1\task-list\task-list-table-old\task-list-table-old.tsx",".tsx","18995","427"
"frontend\src\pages\projects\project-view-1\task-list\task-list-table-wrapper\task-list-table-wrapper.css",".css","387","13"
"frontend\src\pages\projects\project-view-1\task-list\task-list-table-wrapper\task-list-table-wrapper.tsx",".tsx","6769","199"
"frontend\src\pages\projects\project-view-1\updates\project-view-updates.css",".css","360","17"
"frontend\src\pages\projects\project-view-1\updates\project-view-updates.tsx",".tsx","11414","323"
"frontend\src\pages\projects\project-view-1\workload\projectViewWorkload.css",".css","0","0"
"frontend\src\pages\projects\project-view-1\workload\ProjectViewWorkload.tsx",".tsx","481","11"
"frontend\src\pages\reporting\members-reports\members-reports.tsx",".tsx","3300","85"
"frontend\src\pages\reporting\members-reports\members-reports-table\members-reports-table.tsx",".tsx","4586","135"
"frontend\src\pages\reporting\members-reports\members-reports-table\tablesCells\memberCell\MemberCell.tsx",".tsx","808","24"
"frontend\src\pages\reporting\members-reports\members-reports-table\tablesCells\tasksProgressCell\TasksProgressCell.tsx",".tsx","2350","71"
"frontend\src\pages\reporting\overview-reports\overview-reports.tsx",".tsx","2343","59"
"frontend\src\pages\reporting\overview-reports\overview-stat-card.tsx",".tsx","4995","142"
"frontend\src\pages\reporting\overview-reports\overview-stats.tsx",".tsx","5666","180"
"frontend\src\pages\reporting\overview-reports\overview-table\overview-reports-table.tsx",".tsx","3643","106"
"frontend\src\pages\reporting\page-header\custom-page-header.tsx",".tsx","544","17"
"frontend\src\pages\reporting\projects-reports\projects-reports.tsx",".tsx","3563","73"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-categories-filter-dropdown.tsx",".tsx","5005","128"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-health-filter-dropdown.tsx",".tsx","3825","101"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-managers-filter-dropdown.tsx",".tsx","3924","99"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-reports-filters.tsx",".tsx","2290","57"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-status-filter-dropdown.tsx",".tsx","3686","96"
"frontend\src\pages\reporting\projects-reports\projects-reports-filters\project-table-show-fields-dropdown.tsx",".tsx","1853","47"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\projects-reports-table.css",".css","1656","48"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\projects-reports-table.tsx",".tsx","12475","321"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\estimated-vs-actual-cell\estimated-vs-actual-cell.tsx",".tsx","2387","86"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\last-activity-cell\last-activity-cell.tsx",".tsx","513","16"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-category-cell\project-category-cell.css",".css","405","16"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-category-cell\project-category-cell.tsx",".tsx","7140","187"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-cell\project-cell.tsx",".tsx","764","26"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-client-cell\project-client-cell.tsx",".tsx","412","14"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-dates-cell\project-dates-cell.tsx",".tsx","3917","117"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-days-left-and-overdue-cell\project-days-left-and-overdue-cell.tsx",".tsx","1440","44"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-health-cell\project-health-cell.css",".css","393","16"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-health-cell\project-health-cell.tsx",".tsx","3559","107"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-manager-cell\project-manager-cell.tsx",".tsx","882","22"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-status-cell\project-status-cell.tsx",".tsx","2976","84"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-team-cell\project-team-cell.tsx",".tsx","444","18"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\project-update-cell\project-update-cell.tsx",".tsx","506","17"
"frontend\src\pages\reporting\projects-reports\projects-reports-table\table-cells\tasks-progress-cell\tasks-progress-cell.tsx",".tsx","2371","71"
"frontend\src\pages\reporting\sidebar\reporting-collapsed-button.tsx",".tsx","3276","97"
"frontend\src\pages\reporting\sidebar\reporting-sider.tsx",".tsx","1913","58"
"frontend\src\pages\reporting\timeReports\estimated-vs-actual-time-reports.tsx",".tsx","2254","67"
"frontend\src\pages\reporting\time-reports\estimated-vs-actual-time-sheet\estimated-vs-actual-time-sheet.tsx",".tsx","8614","285"
"frontend\src\pages\reporting\timeReports\members-time-reports.tsx",".tsx","1533","46"
"frontend\src\pages\reporting\timeReports\members-time-reports-updated.tsx",".tsx","2297","60"
"frontend\src\pages\reporting\time-reports\members-time-sheet\members-time-sheet.tsx",".tsx","6532","197"
"frontend\src\pages\reporting\timeReports\overview-time-reports.tsx",".tsx","2206","59"
"frontend\src\pages\reporting\timeReports\page-header\billable.tsx",".tsx","1610","44"
"frontend\src\pages\reporting\timeReports\page-header\categories.tsx",".tsx","4987","135"
"frontend\src\pages\reporting\timeReports\page-header\projects.tsx",".tsx","24331","635"
"frontend\src\pages\reporting\timeReports\page-header\team.tsx",".tsx","4065","113"
"frontend\src\pages\reporting\timeReports\page-header\time-report-page-header.tsx",".tsx","950","31"
"frontend\src\pages\reporting\timeReports\projects-time-reports.tsx",".tsx","1560","46"
"frontend\src\pages\reporting\time-reports\project-time-sheet\project-time-sheet-chart.tsx",".tsx","8556","264"
"frontend\src\pages\reporting\timeReports\timeReportingRightHeader\TimeReportingRightHeader.tsx",".tsx","1807","49"
"frontend\src\pages\reporting\time-reports\time-sheet-table\time-sheet-table.css",".css","2261","95"
"frontend\src\pages\reporting\time-reports\time-sheet-table\time-sheet-table.tsx",".tsx","5700","143"
"frontend\src\pages\schedule\grant-chart.tsx",".tsx","38777","868"
"frontend\src\pages\schedule\schedule.tsx",".tsx","3327","85"
"frontend\src\pages\schedule-old\schedule.tsx",".tsx","2912","76"
"frontend\src\pages\settings\account-deletion\AccountDeletion.tsx",".tsx","6038","176"
"frontend\src\pages\settings\appearance\appearance-settings.tsx",".tsx","1495","39"
"frontend\src\pages\settings\categories\categories-settings.tsx",".tsx","4763","137"
"frontend\src\pages\settings\change-password\change-password.tsx",".tsx","4289","121"
"frontend\src\pages\settings\clients\client-drawer.tsx",".tsx","2763","81"
"frontend\src\pages\settings\clients\clients-settings.tsx",".tsx","6460","197"
"frontend\src\pages\settings\job-titles\job-titles-drawer.tsx",".tsx","3038","94"
"frontend\src\pages\settings\job-titles\job-titles-settings.tsx",".tsx","6467","196"
"frontend\src\pages\settings\labels\labels-drawer.tsx",".tsx","9512","215"
"frontend\src\pages\settings\labels\LabelsSettings.tsx",".tsx","6217","182"
"frontend\src\pages\settings\language-and-region\language-and-region-settings.tsx",".tsx","5271","159"
"frontend\src\pages\settings\notifications\notifications-settings.tsx",".tsx","5909","156"
"frontend\src\pages\settings\profile\profile-settings.css",".css","242","11"
"frontend\src\pages\settings\profile\profile-settings.tsx",".tsx","8005","234"
"frontend\src\pages\settings\project-templates\projectTemplateEditView\ProjectTemplateEditView.tsx",".tsx","4117","95"
"frontend\src\pages\settings\project-templates\project-templates-settings.tsx",".tsx","3385","94"
"frontend\src\pages\settings\sidebar\settings-sidebar.tsx",".tsx","2621","73"
"frontend\src\pages\settings\task-templates\task-templates-settings.css",".css","406","20"
"frontend\src\pages\settings\task-templates\task-templates-settings.tsx",".tsx","4669","130"
"frontend\src\pages\settings\team-members\team-members-settings.tsx",".tsx","11618","336"
"frontend\src\pages\settings\teams\teams-settings.tsx",".tsx","3686","94"
"frontend\src\pages\unauthorized\unauthorized.tsx",".tsx","776","24"
"frontend\src\react-app-env.d.ts",".ts","41","1"
"frontend\src\reportWebVitals.ts",".ts","440","13"
"frontend\src\services\alerts\alertMiddleware.ts",".ts","831","21"
"frontend\src\services\alerts\alertService.ts",".ts","1965","54"
"frontend\src\services\alerts\alertSlice.ts",".ts","1196","39"
"frontend\src\services\auth\auth.service.ts",".ts","1817","56"
"frontend\src\services\project-role\projectRole.service.tsx",".tsx","9248","233"
"frontend\src\services\socket\socket.service.ts",".ts","4342","130"
